crop_stage,temperature,humidity,rainfall,soil_moisture,irrigation_needed
vegetative,37.503547274725626,60.89611084378536,80.49355721591272,37.12970213964805,0
ripening,36.47917352879883,92.99838166164955,6.659633223555117,58.06830208718028,0
seedling,26.744900241024478,47.266115590194076,23.597038524157,79.64313351470743,0
flowering,37.872179894631586,30.878065930736728,15.30968968357228,62.196660871251005,0
flowering,25.99072065690322,61.44393620561285,19.751910684608543,54.53326843600911,0
ripening,23.694498478115715,46.64739667630117,52.831512705735065,15.4652397924813,0
flowering,37.2152417768863,83.54164868150602,67.16898576108537,32.625064083631116,0
ripening,25.73472408748954,45.13022369177229,47.0321282336041,73.93745109200098,0
ripening,33.036292241244006,50.19089918893491,95.96956390292436,24.0703837176634,0
ripening,22.93370174368942,81.4297830162423,24.029232003016666,69.05132514912458,0
flowering,33.69134558603962,76.4843113816484,76.31402302547929,58.74265795563538,0
vegetative,36.10752339734144,66.27333038272207,87.01821785071485,35.642705958152824,0
flowering,26.358990327455402,75.82162402497937,56.20661107547191,47.04219887988596,0
flowering,28.064910337238857,57.21139613205172,45.62225019615531,47.99645281269695,0
ripening,27.988738933134655,30.345153094953407,59.618444677924366,59.98376495517204,0
flowering,33.98061212064213,30.738083353292517,42.880977016034294,46.15891587694373,0
ripening,25.80491588062462,63.229416192289634,55.519388232336944,19.31531931289164,0
ripening,24.749649584762288,35.413913681734954,41.693395212880155,64.14182700653387,0
flowering,29.18866637900381,33.319906211001694,40.046971029413406,38.43907478342831,0
flowering,26.87149451803711,92.75858154393578,69.53464681395299,77.41657231483491,0
ripening,35.427025956138436,85.8351715777738,9.285121306796796,29.845964760512405,1
seedling,25.80386921625022,39.88176976862202,16.654207272882083,28.415514620760923,0
vegetative,30.038231319828185,30.043174208363293,85.1198471715004,33.34551769726278,0
flowering,37.081337595166886,91.20840670033417,77.1077346815188,50.06219111710379,0
ripening,32.14396316391457,48.09114439080743,28.145372729439377,72.64088181406876,0
flowering,35.87663048739944,42.08334418560734,37.72689326657602,22.339714809801038,0
vegetative,37.04335502967628,74.9480270090498,92.60265066284805,29.577515831945416,0
flowering,34.01223779018163,37.078743024686204,81.80772251738613,50.717589020350324,0
vegetative,33.19320096359602,47.202223870182024,61.434629997963086,41.803396951306055,0
seedling,37.48744906566763,93.38115421378302,22.149017880295773,41.31260210790077,0
flowering,37.91041263436287,71.56508034081067,4.425197131526959,67.45139834674845,0
flowering,29.229146922716154,63.84405644636598,43.12578468418982,74.67148117579528,0
ripening,23.133916450947332,55.86470996427096,67.26271392574618,43.691487624891735,0
seedling,26.6847045030483,80.34256206747312,82.84804905178515,58.114625681309164,0
ripening,24.437675291003686,39.162235974040094,85.26890057422693,66.07410977191756,0
flowering,28.67978199673619,92.87695713240385,3.2775901293363385,46.285648727101474,0
ripening,24.100629255572095,85.97299552427614,24.415703383687937,30.602148626761473,0
seedling,31.66588486433411,70.14770386700081,33.909458847740304,54.66592184055986,0
seedling,28.124928946525664,32.78890237616628,18.873221095938586,50.95763702142415,0
flowering,36.32617414861136,75.55561721410295,80.29753783638378,73.10939738177274,0
seedling,37.48471474877603,89.36348215755626,76.74657630849426,13.668492573889921,0
flowering,30.750158426710755,64.09750938611069,51.68330403809708,73.70919709934267,0
ripening,26.397177117881547,53.02461341877208,98.29264779958555,47.410241971575175,0
flowering,31.47568670018939,37.81802742366553,14.405854109084226,11.097328123493975,1
flowering,36.348178531590555,79.06857176894194,89.96517033276689,34.12915251374517,0
ripening,28.507733533371972,87.5264203287674,11.646325416191615,60.70334947127238,0
seedling,30.833252427071535,36.51636336493016,16.31817055141207,44.190316155508306,0
seedling,26.346444281698332,79.33399605890223,69.62192002506188,78.61113262086947,0
seedling,29.28710639120043,31.108931606841338,10.956969204168931,39.5827051681734,1
vegetative,28.42741656607358,92.85856967501927,56.584509541871086,32.864466073820545,0
flowering,25.974615441327536,69.97877134128126,42.02335364726536,67.51703541006977,0
seedling,30.093862141204934,65.90853883445615,72.84739655410148,48.3534689550622,0
vegetative,26.966093215676985,49.23673918328031,90.06752388088651,57.76286053437912,0
flowering,27.96855782209196,90.40395865203593,76.98715146690553,66.39916366270742,0
ripening,30.399527076068228,47.28386577689142,84.96898764211883,56.99992822879342,0
flowering,34.009520366863796,83.82952985908517,3.294544853123238,39.56852463380652,1
flowering,27.336119452660405,94.03206415691358,31.019549824420313,18.735751352601046,0
ripening,36.78654026593222,80.92078195846238,51.54330866863324,50.617371659991036,0
vegetative,35.79709674937444,63.734344825118065,41.595331462977946,72.82033287104818,0
seedling,22.77904473560846,34.29482715035867,23.125495297968847,39.32246985628905,0
seedling,26.058280388109164,60.70689629611975,30.78740979600233,73.75076643899884,0
seedling,29.13816820254723,58.486636553160736,94.54309703916057,45.24694738476814,0
ripening,23.674046219879585,43.18174267715469,29.418087987135156,53.45890937097336,0
ripening,27.57561582453595,57.53319638642979,35.39041101797857,68.309193323895,0
seedling,33.841560409882916,53.25426246522201,0.37097737500186856,49.521797674850504,0
flowering,32.88823169828521,40.639476974857146,84.50776272778745,16.367853750689445,0
flowering,31.958150857056076,58.6893193166116,15.484070340157663,78.66855805602766,0
seedling,33.36845444355753,47.08199716109179,20.414427551372604,27.20945113389836,1
seedling,25.278778991355228,63.93405734434719,25.526451709202558,59.735373004113896,0
ripening,27.467169837835712,32.285403881552625,88.46220568448426,45.35794070324171,0
seedling,32.8198797164394,88.90504228617347,20.645141124631472,43.514084577239565,0
vegetative,36.06775620850124,83.06367985879064,79.752636086794,27.075857320682402,0
flowering,30.698848861249523,65.9177866131828,80.80493403229045,60.55055359900729,0
seedling,26.523194415128586,85.36755787922081,92.70205687863958,17.895178538169105,0
seedling,22.48376412809572,92.55567979770203,11.556131360031397,79.33173165530397,0
ripening,33.36538926358742,37.18394911342294,21.727897233783132,69.17614759750427,0
vegetative,22.126145656135044,71.00406754663724,74.28982920807213,47.415625800405444,0
ripening,27.962865117135927,94.8696100608178,19.600075428073904,39.71870692406066,0
seedling,30.48859543300451,94.2127960066792,28.632954687344903,30.052524272190734,1
flowering,36.75378338827509,69.2159944988984,16.674158011136264,45.11140296585373,0
vegetative,23.4319127205264,38.321356579303085,17.26966861550493,71.55922234169176,0
vegetative,28.495077151492538,67.90753401438434,48.15533546282057,29.250448049047854,0
vegetative,22.389011195362524,30.13420131233741,10.968306211295854,45.03762211621952,0
ripening,27.481775749465445,42.929236753345876,32.16976184636222,26.41849314469216,0
seedling,31.95569694143672,92.1480053713974,42.6593909598879,33.6004379565466,0
seedling,26.465087171657572,51.47863721918485,2.4548116523977592,23.318235624633274,0
seedling,25.35599919449016,71.49535687550166,38.83331664744526,79.33774357448314,0
vegetative,23.851251733233497,48.25586715109577,9.412243608551696,50.00482125237189,0
vegetative,31.234243904325467,91.60842266225332,49.35785311461767,61.29705868256868,0
flowering,33.124320094474974,77.35631744671664,82.57381885570963,16.87749394164257,0
vegetative,32.75131424953316,51.427325242791824,81.84221621817872,35.6282285052021,0
seedling,37.18177633152812,81.46449237672411,8.04485155374005,72.4847862133125,0
seedling,22.043251422296045,37.03075909096195,60.12277576745202,15.910682849676352,0
vegetative,32.355146462304575,55.50073110425486,83.45863819712365,21.58382598377292,0
flowering,31.606275793562233,44.3791783025535,23.79725429346353,53.7792327245818,0
vegetative,31.41983375952461,74.442219072943,76.19265114495991,53.59522958729576,0
vegetative,37.404325117443875,36.65900831517548,89.07643464500933,68.67589311177508,0
ripening,22.269946773920637,55.80667909837381,80.61241514404442,75.4844934709995,0
vegetative,33.1437188912232,47.98223246359733,10.730103151550452,19.939053279768466,1
seedling,35.01885839522981,62.91228975604727,0.9059999522384898,28.156167296889965,1
seedling,30.156915145945348,52.74334923275213,19.172410992184563,39.922298398527914,1
seedling,27.343437913548946,75.91668754835571,27.047734094662324,10.063229986487475,0
ripening,34.65344261163848,31.597506579952793,61.61829906159595,14.887001207178646,0
ripening,23.555886810118793,71.20914988488398,38.42731752423184,25.854389455871512,0
vegetative,29.072570203678804,44.9871338300983,70.34070306614734,43.67713748110682,0
flowering,30.319237993133413,47.46608686919521,35.30749605216086,27.606591671802896,0
vegetative,33.103302574952764,82.01661423292903,15.44254246546003,71.36773245561336,0
ripening,23.45417171251855,92.11194560872735,31.268984348603514,32.69910128794078,0
vegetative,25.644152024605773,50.575763651760624,88.4324226389135,74.723596849984,0
ripening,28.56482500304201,83.74234257398993,95.85323442450648,78.2351082514297,0
seedling,31.972714768322092,36.75940446813015,20.751273406736846,41.49030737353051,0
seedling,36.19137249947868,71.2088074454799,78.84683870244413,25.899017182952655,0
ripening,31.901218691862024,78.81709946976972,27.334873653987067,30.416629339610232,1
vegetative,24.13538353495895,40.13856532223967,88.71315434314076,64.34335771616122,0
flowering,37.68928212459652,57.69015519852144,16.554561279625545,29.134479545481373,1
seedling,35.94857175608789,88.0259656761838,66.5959918694057,36.64080075441993,0
flowering,30.043532178325187,36.73260012414419,8.421126471318253,43.50031009372949,0
ripening,36.75756770874613,31.176263283095885,97.38933239738695,50.25777815289889,0
ripening,30.662092700114172,68.38804963811569,70.06333446405428,79.72703082108667,0
flowering,36.77289708622661,58.30955013451067,84.18157394050853,26.254682861451464,0
ripening,35.27835789765349,81.91480117745368,56.66693393630345,34.73965922737182,0
vegetative,37.492582564708755,90.02460998326694,47.68013639288602,28.40238239073577,0
vegetative,36.716524972450536,49.444986895348045,62.188239139436504,35.27794056505972,0
vegetative,22.57654107885711,55.24626761599184,52.8741511699448,17.05631618262344,0
ripening,24.79635206657504,61.607685611405465,46.9384355145153,35.1866837068733,0
flowering,28.22615483361897,68.22984492829445,75.94502514576428,72.15055220250719,0
seedling,37.23428315672673,93.95049892930508,17.820095493926814,30.90128934925143,1
seedling,26.800462711614873,75.32646630395334,17.11720481551585,36.03543458943482,0
vegetative,24.56748230220162,55.320652977461975,43.18426506497062,76.11319151065543,0
seedling,36.18087465738496,47.14489961928004,32.0747916044946,60.986529742880776,0
ripening,29.142310647731247,91.40067169743807,7.41245179130241,46.17171003726338,0
flowering,36.526009509669215,38.81064815205292,84.44704924187344,64.40349098824083,0
ripening,24.563687461122292,76.81728041280928,77.16028066943498,18.622575419815277,0
ripening,32.57788018412959,90.15067664400864,54.39214998029848,42.51432472545896,0
flowering,29.04422004527187,73.20326312473851,97.93245372643689,18.27652901151064,0
seedling,23.223788304484565,57.49853861079788,7.260006654760531,26.3532701513706,0
flowering,33.14341031444001,42.93441109515646,76.6669301027875,19.9307081818181,0
ripening,25.95838008862646,53.88589594637527,26.63703916090968,35.32608674183975,0
flowering,22.633848361272285,75.94666761230793,36.85989199435754,36.714752427714814,0
flowering,22.959108771993172,72.2197245713943,21.927938520306757,76.31160072832687,0
vegetative,22.977256593068596,90.31845082889326,78.90378914618653,28.48880118312705,0
vegetative,36.52372731976063,86.34595938785937,14.424010202156602,43.07001917215618,0
ripening,33.838142685265616,83.04979889731393,84.0016697735278,66.79655827744406,0
ripening,36.36899771541976,89.24430689779955,66.1577648229834,67.09323105056632,0
seedling,32.76131698074434,47.96191492790821,5.902324526911473,62.524023092451415,0
ripening,30.46303886449413,54.01903010907722,81.09817316001534,30.148363349805106,0
seedling,26.871141829558052,54.693103746091126,62.775571616297945,44.64801335879499,0
seedling,37.96739602125878,66.42928826613571,90.49823195783415,23.034811663070627,0
flowering,27.795024943030228,73.43418492028012,74.87223064086382,23.187966594796297,0
flowering,29.53038318742255,48.63658439762563,56.11209274297748,40.50888491968176,0
ripening,28.051922798775387,31.26506037510452,83.65471806191978,61.70145548700588,0
vegetative,37.67243086936734,55.9494549377641,27.80502383012221,46.86089819984865,0
vegetative,24.79453416632009,50.054317371036035,54.69500618445636,72.06782545932165,0
seedling,27.247808014529276,91.24200673617311,29.361681980341015,68.16361584443031,0
ripening,32.88557865624003,87.73722763536283,96.82043910905087,12.21238099742839,0
seedling,23.011321893418092,85.92019409232228,22.619630084200637,49.789333000635125,0
flowering,31.715989984184656,72.4449844614408,1.5738239670462506,52.641288504895016,0
ripening,29.642344046022657,52.37879570543103,32.585484200379625,77.31026010100571,0
ripening,26.543999628193617,65.6752023809548,50.25093969698047,11.626563869620322,0
vegetative,25.814612494784928,82.98962764656423,2.8362934230075076,47.17726396780402,0
ripening,30.232203892780106,36.409673966982716,55.92483000339074,24.334695335509668,0
vegetative,27.886841288592663,82.06986721659482,87.42827749512301,13.756403440411237,0
ripening,29.304318260202486,32.676686436327905,70.47321944166701,51.12419673122063,0
flowering,27.39963810822784,83.06736702893312,62.29683229783043,64.08229005429618,0
seedling,37.52789909753564,82.49164727039178,95.59617507082513,64.24058144576315,0
vegetative,24.135030907929664,33.31547507386913,95.82793338421058,12.120188710913474,0
vegetative,23.548863250853987,70.76544624502078,82.42664697032286,38.486248019011256,0
ripening,27.494267660654657,62.65944983033832,60.7741847385851,13.115673900403435,0
ripening,31.456430413927862,41.038267706161456,48.77645594977067,27.34870528935388,0
ripening,32.546823549600454,39.64463094902942,1.331611324646731,23.501649193056384,1
vegetative,28.356107954688675,80.26184319435652,60.62619062265414,25.062780546951004,0
vegetative,37.988447902754736,66.90002867439486,98.90880753568537,33.738288982417004,0
vegetative,27.63028793908868,93.89494376957461,81.8101050024029,29.419262928519878,0
ripening,33.542506687359236,93.84610552374237,34.06046438843519,77.35959379293188,0
ripening,32.20132311249269,94.52335457517731,15.204702504442203,34.668498400656745,1
flowering,35.00886181195937,37.71000869377478,78.4058614467154,72.59207607050803,0
flowering,37.619610615261124,90.98664890265755,74.39378206317416,22.672917006464758,0
flowering,36.23669850312864,45.897024586336585,96.70467919793231,63.462280703175,0
seedling,34.23299158972334,59.78379688430978,87.48423619393388,14.294187521724993,0
ripening,33.17197564509265,79.23142612841218,55.56626252724074,42.39328606285389,0
ripening,27.367970714814394,43.235360585020075,10.128424696474214,10.385730816486817,0
vegetative,24.36296925130732,66.81025436103144,48.350065838396006,66.72035341486053,0
flowering,23.002176048956954,42.07808863468972,31.369505402231702,76.53402252264488,0
ripening,25.870427267223757,36.807846934284065,51.24084820248398,12.457515957900196,0
vegetative,28.916503698900776,37.576309807923906,30.170157463965317,75.36924530313202,0
ripening,30.351940378079718,53.24653726513422,86.18229919755957,64.1697724043947,0
ripening,34.369336864877944,30.302564394416926,84.43270139828222,35.120310515495675,0
vegetative,37.33985476890549,57.61550487810982,31.546515716705592,73.62135858559637,0
vegetative,23.877127686156975,73.1728118302747,59.958134637399496,30.738008987563067,0
vegetative,23.712066243100665,56.10973202525926,43.01808576390541,38.65067185643334,0
seedling,31.435115568216812,35.57664903378928,90.90927570285632,16.769788353441513,0
flowering,33.92636918315669,34.074776031536636,18.73609014263228,55.98572733301008,0
flowering,35.57040608555176,48.07757332971601,69.77284017849593,12.072058011959031,0
seedling,36.97331328346861,41.00532488533405,97.03753278372166,43.94336926393261,0
vegetative,37.73481987617027,92.73117325916802,17.52755195630902,57.82342951767737,0
vegetative,28.396827075592412,39.829964623315526,20.19664284242032,67.48663206643776,0
seedling,28.08536293644117,82.35505843132478,69.37233386722279,20.49589727351635,0
ripening,24.364938827156358,68.09701621317441,77.91539245249139,62.786325637410215,0
seedling,32.95895101893695,67.00364979897913,49.05490547939328,60.33539164885207,0
seedling,32.5081913350534,63.285246535046,60.968646514712134,49.169937388384895,0
ripening,35.79300153361932,93.16459994740683,21.268240881182876,50.925121845150485,0
flowering,23.55612791660225,53.649910380956456,47.66142285673261,16.388950459974467,0
vegetative,29.96443052520547,81.21452381200196,11.207188087491515,52.03297302682662,0
flowering,31.29731087475301,66.09411698535237,32.14219252756647,36.70655449495826,0
vegetative,25.864912640638693,55.716188395672205,28.477970503095428,70.73065959391529,0
flowering,24.704406498066582,92.10528566487577,44.462536010242005,31.916921721519316,0
seedling,35.75329338271394,68.89053800870465,93.0126362243697,50.36165541544673,0
flowering,22.936558755768942,37.72960123949088,18.12676621478424,39.85999797908361,0
seedling,29.529934462689166,57.14004806479568,40.13882466247205,71.33833567752191,0
vegetative,23.853344020814163,80.80281229930449,61.55972191096447,27.77416668924323,0
vegetative,29.312940181301876,75.0935565105489,94.65570860740017,15.516165221662229,0
vegetative,37.67939722147695,89.56212143937732,13.314819153576817,62.40590046881977,0
seedling,28.779301655287565,46.85952996919882,91.78766169931136,38.90276318358251,0
ripening,35.713998680073075,79.28259156299855,8.105378863406154,51.23688513884041,0
seedling,23.877049026931104,59.89188848064386,48.074139716026444,11.847253219934577,0
ripening,26.340033228189824,67.284633552843,45.45898672304828,76.64768539781814,0
