soil_type,temperature,rainfall,ph,humidity,suitable
sandy,33.33752949639203,338.82933787456955,8.26350142535226,67.28915112622707,0
loam,33.809507355954295,129.78014858332006,7.80735553484751,49.80388567975529,0
clay,34.81022633378048,104.39097935595413,7.167886067963629,77.72511990774251,0
sandy,33.39580982497937,288.1661998945792,6.808740946846992,94.5119537501717,0
clay,32.258709687744364,98.42742044560472,5.894294668967882,81.09707732581208,0
loam,24.27511648326446,306.011327489818,5.137149780971221,80.69925126770865,0
clay,27.204012071696447,198.04221701645577,6.919815690762164,92.26720141118254,1
sandy,28.5988680358441,327.1886928688168,5.7724462144724775,51.16150021661962,1
sandy,21.492043790480377,274.8138725029145,7.965754670110582,71.10524807067922,0
loam,29.510662183349766,244.80926009214855,8.473347749434513,93.8805693268636,0
clay,27.854044968918007,336.31283520559674,7.50971105046229,49.0911761033596,0
sandy,34.437966482481215,187.09533072405463,4.8619267811482025,78.51385776944866,0
loam,37.60221203757688,337.60347286570095,5.654742382122553,72.2195580284546,0
sandy,30.008090695566523,116.45034490372586,4.9364385270629985,72.25635007037889,0
sandy,25.808354988996506,210.61383432175145,7.102046591166863,78.37188451360413,1
clay,20.78121409936711,152.8760300458926,7.560763458223139,91.12893075816262,0
sandy,36.64357994402473,225.75755030521222,8.202699323522847,83.04200669182359,0
clay,36.544082875015874,123.74374703072785,6.252689385647951,43.08748568789155,0
sandy,24.55382302380634,307.2130082837117,8.105502598353777,86.90004109316412,0
loam,32.51740021591966,308.53011931493046,8.01156463616531,52.40477314591529,0
sandy,21.357821847615845,337.91380443533933,5.768782867061594,60.73027906050046,0
clay,22.991877774366554,121.76147803847378,7.975602502162284,65.39530474868101,0
clay,23.902563918556844,248.2997887443475,6.0026890075269055,66.44983004141883,1
loam,25.300891043109736,208.0440733490998,5.687477098241123,63.93492195904462,1
sandy,37.92496475052867,172.98360765194298,7.096298635177572,91.55443118187254,0
sandy,32.544651005548666,174.91584350623907,5.813524911540324,78.83104542152135,0
loam,26.91563296482596,191.4542586638231,7.020834993316576,74.71438552761884,1
sandy,33.26781270517435,270.32989841601733,6.939327221994779,42.741311528061786,0
sandy,36.47457815004391,241.53723573240174,6.753755709393835,89.71523316432061,0
clay,37.25664333334123,204.11400844550542,6.021678816931191,90.0164605604618,0
sandy,21.04155015963873,100.50202079979796,6.6939988866059075,82.91171848865562,0
sandy,27.101392374946336,100.99664290131841,6.885941899941686,40.386606209749054,0
loam,21.92160918684592,80.63163546896013,6.682747553981894,43.15041380926928,0
loam,26.041881166345338,341.27883481591334,6.277677811004806,52.387303624766936,1
clay,23.05423827012018,81.41853101076393,4.558668228185056,47.22421744796987,0
sandy,31.643270510037027,107.83531142371112,6.848246830804603,61.93598163370512,0
sandy,26.9888309118177,164.94107033854095,5.173777540570878,90.74426819482844,0
sandy,24.129105422689094,298.0061679905255,7.070303875788758,65.9633238808349,1
clay,24.7868826493563,339.76667215631176,7.537377311691464,40.73714445376911,0
clay,26.48621171369483,293.30366087380116,6.501781236522966,55.55101292683191,1
loam,24.679097531376726,266.45126276032295,6.669454659918953,42.45271996051289,1
clay,28.15833524291896,220.75118020166374,8.305914238663965,41.995819243742616,0
sandy,20.581687119973708,103.41040720278957,7.888669445490297,55.164591920255376,0
sandy,25.035743129041023,338.7061141110612,8.15694606380588,55.158678627342,0
clay,27.40172097569935,284.76595176533397,7.755065153278346,83.29196314308822,0
sandy,30.850073876419373,252.51633404025068,4.935673367386926,93.61590590296115,0
sandy,24.87723756527234,284.93967829548944,5.095967423880779,60.416390163949906,0
clay,22.397332254027496,275.50789890374745,6.606495189075838,63.58877833735713,1
clay,21.371606832784938,252.05252654316146,5.484278635191993,86.46341899573119,0
sandy,36.9295728884369,344.7557360485968,6.406781900164637,54.74764610525324,0
sandy,27.499503039292627,323.9082294117267,6.077461295273401,48.60099924218964,1
sandy,30.460927181254874,254.5995281616341,6.697656953721813,86.91992928720077,1
loam,36.54517793304007,267.1573070933697,7.487502864543291,42.5575322542036,0
loam,21.48947156063551,93.9308677978517,7.361963628397097,74.08346921096786,0
loam,35.77990674666427,260.87771542851056,6.584936529941338,70.90960661067437,0
clay,29.928581705793263,91.92466818172704,7.789573675268232,59.025624612593184,0
loam,22.96701670046602,238.83121438188138,6.223448366152134,57.33542366035475,1
clay,27.402592098536644,349.8254448827754,8.08685715936049,82.45217493998916,0
clay,33.99684110723406,230.0677769880385,4.785121080220655,44.753353591940055,0
loam,28.646661473594385,207.76673188196003,8.31864012013323,53.0231370121262,0
loam,37.73514891197908,164.47081125650863,7.118772325725393,80.28468025109494,0
loam,26.781301458882933,112.5410962723454,6.020298035748821,70.15763210495334,0
sandy,33.4924093995693,277.37639129373605,5.288616506291509,47.03935146934725,0
loam,27.073810081619463,132.00173750212022,6.4167329177744,88.5174587855133,0
sandy,34.92495597271726,111.12614573676677,5.278233292741204,61.639631560997536,0
clay,30.243466444983458,193.87591812723838,5.165326430972568,85.53276064271951,0
sandy,21.143212932620024,294.74229624895634,6.969407029651897,83.32421585402398,0
loam,20.662793617447846,281.16742799245947,6.592338898327139,74.34339955594504,0
clay,22.409338138411396,94.81830595454824,7.180384138443767,67.19646222123012,0
clay,20.24609536688595,202.88879495976215,8.218423509687957,93.87529622099663,0
clay,21.35646308634432,221.05733553921561,6.629040853356161,47.97307898088994,0
sandy,32.45085914904042,254.027595668972,6.823728213051191,79.88356501531132,0
loam,29.618232950530334,255.5451846196716,4.8585053566197685,50.5154885805634,0
clay,33.49839349045949,178.46825735347258,7.370543143634518,58.60447079327916,0
clay,36.43698354063757,231.38284238094877,6.099620827216625,56.97843088552574,0
clay,30.532691581858494,209.88670863790333,8.406900954650315,92.08697932562976,0
sandy,33.07017519329327,318.9495562612859,7.792696062382641,93.20458977835514,0
sandy,33.62746163676421,223.17158581142306,6.589924162064474,50.06584943290999,0
loam,26.801309886964155,199.07868367200365,4.992890616688664,41.21193381636273,0
sandy,24.339526981933375,189.2110714140997,7.937663173122356,79.60044218147122,0
clay,23.690815913117447,234.55549504703575,7.699124381696087,62.989446362876635,0
loam,24.525963911212372,297.07378443824234,5.2383405181481315,44.88621347981604,0
clay,24.945172346466357,225.36840240281265,5.68111315688124,77.60647580673734,1
clay,23.730097682145015,258.6468972717462,7.673629032591349,69.98080405433848,0
sandy,35.80797201462546,279.22105706476174,5.240913786189639,93.92842521006082,0
loam,33.62598437910012,220.4453896672576,8.17100995668551,52.50752227237584,0
sandy,20.84413642024196,195.24060529681338,6.198109700785448,62.21878319796015,0
sandy,24.836104676455534,316.69965202286136,4.848155850350635,69.84001918674826,0
loam,20.39932535654543,192.72664268753087,7.762994574017124,83.54349936493435,0
clay,28.966973359626074,204.72456965540863,5.99403873215355,70.18612611960323,1
clay,28.571792542202253,347.39215460227985,6.6059967766151235,73.7095088474072,1
loam,34.96468682112502,80.06413136548883,4.949217377644876,52.438087837446744,0
clay,25.53999031587889,130.07768558571507,4.510336059379929,86.58053004487078,0
loam,34.69494323383512,183.67025027832597,7.05194082317319,63.574680083376165,0
loam,37.42352777791682,331.7992755448183,6.560700681334927,47.75277951369731,0
sandy,21.591348020581638,98.90802055181717,6.874154276492589,76.53033529779796,0
loam,34.25272111045339,82.56106707969448,7.674975401522065,51.88497492519191,0
sandy,30.61920614847745,94.22463571385171,7.0864236536914404,45.36593806316149,0
clay,28.64082740633255,103.9067208656769,5.199093771309508,87.40927996223498,0
clay,27.569644015971353,90.15112876569043,5.943090076442399,65.30892454686418,0
clay,34.124028750997574,209.54095825125628,8.123564419151041,81.2106041982677,0
clay,31.508504425536362,236.80444595137848,7.579778801006716,55.98231578934953,0
sandy,34.490804015348516,153.3554821886311,6.726548231746869,83.28335742047165,0
clay,36.25671905617927,187.5375936734216,5.522579991237089,46.15647598618417,0
loam,31.110746817751256,104.75882048008614,5.70824200733918,59.5785355587169,0
loam,37.6483290516628,170.82002523367396,7.427832270342538,93.79339998854407,0
loam,30.945581291753932,221.08018174132124,7.904697043411083,83.66943440024033,0
sandy,31.459597789201087,277.7133879398542,7.185698678122458,67.34907616730786,1
clay,29.986680953760064,80.9035177516044,7.738119903073767,58.68776093590368,0
clay,21.638037638923944,206.1739069651662,7.566624540801624,87.96746350123621,0
clay,33.07514658770411,160.1907766428182,5.098815871827831,69.96662674964836,0
sandy,29.854033524184008,310.26189185681335,6.195779251653208,81.71337598280111,1
loam,28.116388053489878,273.1993951132453,5.111935203314251,81.47592241738903,0
loam,36.38848301125891,239.05930430714162,5.44094233920794,40.98701232126705,0
clay,25.363270127755108,154.86172433812885,7.977038498604211,46.94395805359374,0
loam,29.424840968270203,325.79155755553427,6.391567862532728,76.27961515171083,1
loam,32.55755368688234,92.17718284948725,6.641432407370644,48.88908962072293,0
sandy,34.33649196212979,109.5562516433611,5.2137838609110885,54.052133956058256,0
sandy,28.268242543031104,185.74013794589615,5.749087144195184,92.06508748097839,1
sandy,35.157645470336774,113.59814047015121,5.42098467371148,70.81002421062016,0
sandy,33.84051934367716,338.23223834104476,5.324744658073706,81.29012288496409,0
clay,21.192247601333584,295.45711697871354,7.05184317326388,70.68894063304519,0
sandy,20.82550279528339,149.9253159324897,5.527535390582859,70.38824881304988,0
loam,31.174502319597643,238.90964182277625,7.028061944081674,45.17835505691338,1
clay,26.253441348057457,345.22923907162203,4.733818456434216,58.90147559350066,0
loam,23.764354239413255,318.7337240955058,5.067097574108407,55.533699427758144,0
loam,30.43369882049129,242.21558053939347,5.5981610160005015,61.49006010874873,1
loam,26.14813778821781,324.00547113732307,6.888187667582766,83.90893035233805,1
sandy,29.67074150085326,347.07992564960693,7.2033649803495035,60.45629673542757,1
sandy,28.282144861704296,280.7052621812785,6.270867867118108,64.84332505774255,1
clay,30.525789907084764,97.54633056038139,6.283163658308916,61.855976476692405,0
clay,27.205408800385065,188.4266638348816,7.398067405594473,45.137438458641256,1
sandy,32.558016326544774,306.2129485264763,4.56328436706233,64.2589687037931,0
loam,23.241210902287374,142.25368286735514,5.864360097896882,50.75851001744833,0
clay,32.53702639208742,304.27347979266864,7.774828228476931,50.26978126751728,0
sandy,27.409901858435507,112.4914657494489,6.912877640853489,45.17198574388465,0
sandy,35.737716887379506,92.6752464299095,5.8489085310216815,59.61690357779706,0
sandy,29.274248987555794,183.70446510263739,8.122099169318695,81.66150366341796,0
loam,37.515986286861875,89.91762310518568,7.590490909797531,55.204292982086784,0
sandy,30.834837119737283,338.46297100549793,5.559581788946934,57.17920060370325,1
sandy,24.02928318631377,303.07553786437074,7.081159350102867,75.3471061719833,1
sandy,34.79223146320008,296.2078155250663,6.883002912755827,50.77124469228054,0
sandy,26.21148730080296,250.04003920896133,6.104751656155931,89.33268617329439,1
clay,26.257145860688304,138.40748621986944,5.967824316819202,68.6104787788355,0
clay,20.57248426673297,219.9302990026259,5.874241899102816,64.61816171761194,0
sandy,29.876875565733357,241.2639995561921,6.968623133582588,70.68011055610607,1
loam,29.619623067185415,221.7585052322724,6.269639745922678,49.13188723789075,1
clay,26.40784671689575,150.26300934691238,7.827452453005688,73.7410226251547,0
sandy,36.09591073212666,219.11693956497598,7.1784104645358475,59.97054051487058,0
clay,22.317471169393592,212.62031203452918,4.7797264228377365,89.34524875305404,0
clay,25.9417912395828,349.0106594678156,7.060672895312664,49.28698136727274,1
loam,25.788489764240524,322.3077599724751,5.58458974600074,67.88781071259926,1
sandy,21.66123055211743,205.1128020182174,6.871247966613691,72.896194615296,0
sandy,28.66061709301328,248.19309339248204,7.220527724413806,41.836098098250964,1
loam,32.380124907729495,281.9253331049017,5.423316756616048,60.003121861587715,0
loam,29.209826243850703,89.41359326313273,6.327434579521475,80.2949379085458,0
sandy,22.825598288891488,321.6287891315168,5.261299451276271,85.12076290969352,0
sandy,26.79114737435731,312.23424043283944,4.709355503146034,57.22390971495053,0
loam,20.046710438905638,203.50666639890096,6.013905693943476,83.92262998105132,0
clay,35.629419926640566,185.61583684170256,5.951777087383968,93.22657324068638,0
clay,21.521306138252275,153.69903121120504,8.481921962817028,87.12806648413017,0
loam,30.751005480597748,208.70274364919948,6.285409404790569,46.47041934876289,1
clay,37.75262592560267,91.98169915397392,5.834278197888802,80.68516826470474,0
loam,29.658631627771985,310.0922540036921,6.8219000268666985,57.58167578422996,1
clay,36.632751663933796,89.56403947300717,4.855069576431074,94.3628794176642,0
clay,24.250097596113278,168.84386864986516,8.346662943819252,66.6947440737938,0
sandy,33.67919736087654,331.5291618461273,7.039840182364133,46.733864409741756,0
sandy,29.56278357152361,278.5074167213322,7.5193512797633915,79.88520514150649,0
clay,32.96928910504637,155.97555935593223,5.181911752695671,57.76561591124176,0
clay,21.122144525202344,148.21525536943898,6.137911412020816,94.8392986394914,0
sandy,22.65930365431208,81.37217775086701,6.190756453584758,93.8880351819987,0
sandy,22.39610471457461,267.8428590694325,7.787225775604347,76.08737099113193,0
sandy,32.36897909725996,93.17156705175674,4.504946719037638,47.14045469234446,0
loam,35.19993210740532,223.80268023820577,5.70341243341302,77.77735487212661,0
clay,33.493092176154576,339.77293259985345,8.424945497377216,45.1166767553015,0
sandy,20.548498749204693,109.55659221470255,6.3995461740248745,41.61502875063158,0
clay,35.60986965934502,321.5095813613782,6.0301051209760335,85.26271454218173,0
loam,26.374640074276257,347.698340489163,4.979316008070585,51.53641212260247,0
loam,27.148948985073485,96.60959708459346,8.396658514512062,60.846491942050356,0
sandy,21.887644997584655,318.38469266711456,4.580105423703298,93.54015644868952,0
loam,33.273293709688744,219.3413355197765,7.448720900028972,58.52622760236068,0
clay,23.281109812567244,324.7587042500366,7.574399219154033,56.30693797058234,0
sandy,30.151371656339055,234.256114318285,5.474626864255466,90.50143997925264,0
clay,35.13277974580276,258.7702427287725,7.186233774452149,46.091164492542696,0
clay,21.60567791681701,226.8203051592978,4.87171657751756,81.77703255630475,0
loam,29.636040152279424,313.41307768298407,5.52818906572832,94.34360616590257,1
loam,24.19789540789642,278.15567811749946,7.65160795316906,89.57128059260569,0
loam,26.172683557008686,220.74028428871202,7.958744768134161,75.84173552885343,0
loam,28.53145894575001,314.4034170939177,6.933945650639165,57.27334372460026,1
loam,26.391877459027484,146.22709370894034,6.52735372728193,53.98770896480742,0
sandy,31.678811125248366,122.48197811968201,5.137216082475922,85.05903076793035,0
clay,28.6324778315765,123.30802843911947,4.752436132316601,88.39020526734325,0
clay,30.515590724855045,170.18239726121425,4.970596113894235,68.89892019001311,0
clay,33.26280455710843,144.44630845127472,5.409429200384395,53.43869674325564,0
clay,30.039360787107874,331.1243946376294,5.866698007587683,46.21187646261455,1
loam,30.557637823893664,108.57520533371768,6.0236381020439485,44.794870730750716,0
clay,30.160253765407543,268.72749927068867,5.885287074356015,79.54925960446207,1
sandy,26.81790726712321,131.08981574195158,5.456221328789063,63.10653003162487,0
sandy,26.074043009694527,318.0420258479945,6.538896987006792,89.79479308528286,1
clay,36.193653148610224,339.555127809925,7.801144432931587,80.681921539972,0
clay,30.93599400128431,205.67690236789556,5.618814153885917,50.51932298530227,1
sandy,24.398356798363782,317.3492996615955,8.269548076408933,73.75775803486346,0
sandy,28.968458561280926,81.38919610377299,7.993346646895391,63.952799991898765,0
loam,25.94627266305645,301.385667700187,5.147056845408438,71.74873519227373,0
sandy,36.806452827677745,141.72879361172934,7.645103827028378,80.59380178361845,0
loam,20.135618536413347,325.3493535027293,6.798349529271066,84.34077345520849,0
loam,24.055990358825508,80.30243009962956,6.766301448685674,86.40555295236985,0
loam,26.576422754133038,230.1690684607344,6.064171052232698,53.96861810146136,1
loam,28.78057641455728,284.29166702193237,6.504611996728039,41.71135799545467,1
loam,35.314715321050635,149.84584928843515,6.088715109716844,80.66121043406253,0
clay,21.58197724172259,132.14587343856914,6.658930475039771,45.848904944067606,0
sandy,34.50556796134058,102.70652060635585,7.011800211090543,57.32057737371322,0
loam,21.001762808425557,168.1370656558891,7.197215225636194,40.209942376839095,0
sandy,35.16165263536727,231.15796432338396,6.629924770237705,77.4918215320891,0
sandy,20.929438601741232,111.27784133066956,7.385688269314927,49.19226063091717,0
loam,20.3283646657105,181.70774773643566,5.065112197102023,76.0405325330412,0
clay,32.545306322595586,82.44954925623574,5.347929963608954,94.54584394423114,0
loam,37.9505996258311,301.0434435349573,7.77494001629708,43.996897938550894,0
clay,36.138984733532375,114.68115388516168,5.790111911385661,44.239290657330336,0
sandy,30.36797152050188,156.50259603170701,4.5915752999044805,58.720905096667124,0
clay,36.51312103553957,84.97548405931872,5.115164598672124,87.65125828382381,0
clay,20.0954001151569,196.70501165097832,5.394457737985245,51.85414278352325,0
clay,37.55120893301256,306.83280574012906,8.329291551578349,59.820780096169116,0
sandy,28.83347802665812,185.88082709020307,6.792165715723398,43.767797364483876,1
sandy,33.01212973919196,128.46427732443502,8.23092296190502,81.97354101923892,0
clay,34.775506516760345,283.4986851936402,6.8006534019865,62.456848851769806,0
clay,32.93223087505797,292.977885105101,6.417417760551407,81.75868031834636,0
loam,29.63066117680839,126.91343833304303,5.754910764776384,89.69843143907373,0
clay,28.579150714275414,288.13060930606724,6.925483777733502,52.80197309057088,1
loam,35.09448605664724,335.77042982921125,5.056792098470119,84.40678166869732,0
clay,23.691396082690265,124.92194847171353,8.093046509170824,43.25016395430393,0
loam,37.42389319707622,288.1657589836766,7.817329620565134,89.4366063499136,0
sandy,32.79714461906147,271.3144412427099,5.770125791506948,75.7922701157311,0
clay,23.591124692089757,207.86494987747392,8.311190110405178,88.08246982760934,0
clay,33.252449306572785,95.63852435087554,7.8008030696622725,40.01036197561201,0
clay,29.5371204172601,100.16749279462059,7.165227543340158,49.29945886957959,0
clay,32.7301417216,310.1519579836349,4.987047644501099,61.43676630845707,0
loam,33.8200310259711,347.3400606426747,6.4129360921922895,60.87265968560952,0
clay,21.57122323261416,262.53410944042366,6.524430219387003,52.470171060793085,0
sandy,29.109871214468246,200.4087428927868,5.43020543346152,60.988656692696004,0
sandy,36.77625816062481,254.84488371851506,4.819861577437208,47.086679160014015,0
clay,25.77155945887126,240.48688199170724,7.606894521886771,62.701862109631435,0
sandy,30.689895756042176,183.57531030951787,4.98814020849758,84.12948810375953,0
clay,26.64614866717813,97.7190590349835,6.877163002247099,66.34885347068432,0
clay,28.176823499943794,301.80849580000904,8.245796695534642,40.99000489198682,0
sandy,29.874856122886758,180.39505289445566,8.00442077039217,63.17942228685861,0
clay,29.88059563800159,301.0721237064153,5.6110104949970445,41.49462588499643,1
sandy,23.631148321944245,148.1773624158632,7.905794550205061,93.1433875888739,0
loam,32.322287861837,80.27795955832102,4.501330024481957,47.009967768257795,0
clay,21.581626002367823,122.91333648472425,4.570751238453029,78.92285794818403,0
loam,22.498845921956367,206.50564252751778,6.91021265537146,93.50269775906472,1
sandy,20.048796189457935,334.9619814386141,5.959192876578118,85.43214784166145,0
loam,22.100529154550266,107.59227731730412,6.045843364636589,78.4623456319412,0
loam,28.51699161893406,310.6366391046228,6.75776436271553,86.17035002254218,1
sandy,30.909833859005097,222.29650597720277,5.267129822367442,93.99892812933453,0
loam,34.297210099396324,302.9986067659721,5.347021402661913,74.17394734894413,0
loam,21.92058650204185,160.561096367298,6.438406348075459,70.75516437561296,0
sandy,35.313094280296184,306.7857344615674,7.517014177375453,74.55309607548048,0
loam,33.42754145987693,288.6621506045372,6.977991005630351,69.29717377188553,0
sandy,27.353329272846505,142.11449441848714,5.689420192947356,74.92990082503454,0
loam,36.79288520779919,115.46048413053208,6.221348710035684,64.74132143849076,0
sandy,37.83673057623303,314.37466708371903,5.182659034199993,52.01437505858189,0
sandy,23.69003258095827,340.0738964288356,4.798519257348326,46.61359745814216,0
